Requirement ID,Title,Type,Satisfies,Implemented By,Tested By,Has Implementation,Has Tests
REQ_SD_022_E01,Error - Truncated Entry,requirement,,CODE_sd_message_sd_72,TC_test_sd_SdTest; TC_SD_DESER_004,Yes,Yes
REQ_SD_023,Parse Type 0 Find Service Entry,requirement,feat_req_someipsd_626,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_006,Yes,Yes
REQ_SD_024,Parse Type 1 Offer Service Entry,requirement,feat_req_someipsd_626,CODE_sd_message_sd_30,TC_test_sd_SdTest,Yes,Yes
REQ_SD_025,Parse Type 6 Subscribe Eventgroup Entry,requirement,feat_req_someipsd_629,CODE_sd_message_sd_30,TC_test_sd_SdTest,Yes,Yes
REQ_SD_026,Parse Type 7 Subscribe Eventgroup Ack Entry,requirement,feat_req_someipsd_630,CODE_sd_message_sd_30,TC_test_sd_SdTest,Yes,Yes
REQ_SD_030,Parse Service ID in Entry,requirement,feat_req_someipsd_625,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_INTEGRATION_001,Yes,Yes
REQ_SD_030_E01,Error - SD Entry References No Options,requirement,,CODE_sd_message_sd_466,TC_test_sd_SdTest; TC_SD_E03,Yes,Yes
REQ_SD_031,Parse Instance ID in Entry,requirement,feat_req_someipsd_625,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_INTEGRATION_001,Yes,Yes
REQ_SD_032,Instance ID Wildcard,requirement,feat_req_someipsd_625; feat_req_someipsd_734,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_INTEGRATION_001,Yes,Yes
REQ_SD_033,Parse Major Version and TTL,requirement,feat_req_someipsd_625,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_INTEGRATION_002,Yes,Yes
REQ_SD_034,Parse Minor Version,requirement,feat_req_someipsd_625,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_INTEGRATION_002,Yes,Yes
REQ_SD_035,Parse Eventgroup ID,requirement,feat_req_someipsd_629,CODE_sd_message_sd_30,TC_test_sd_SdTest,Yes,Yes
REQ_SD_040,Store Service Offer TTL,requirement,feat_req_someipsd_748,CODE_sd_message_sd_90,TC_test_sd_SdTest,Yes,Yes
REQ_SD_040_E01,Error - Service List Full,requirement,,CODE_sd_message_sd_111,TC_test_sd_SdTest; TC_SD_DESER_004; TC_SD_SERVER_001,Yes,Yes
REQ_SD_041,Decrement TTL Periodically,requirement,feat_req_someipsd_748,CODE_sd_message_sd_90,TC_test_sd_SdTest,Yes,Yes
REQ_SD_041_E01,Error - TTL Underflow Protection,requirement,,CODE_sd_message_sd_111,TC_test_sd_SdTest; TC_SD_DESER_005; TC_SD_CLIENT_001,Yes,Yes
REQ_SD_042,Remove Service on TTL Expiry,requirement,feat_req_someipsd_748,CODE_sd_message_sd_90,TC_test_sd_SdTest,Yes,Yes
REQ_SD_043,Infinite TTL Value,requirement,feat_req_someipsd_748,CODE_sd_message_sd_90,TC_test_sd_SdTest,Yes,Yes
REQ_SD_044,Stop Offer TTL Zero,requirement,feat_req_someipsd_748,CODE_sd_message_sd_90,TC_test_sd_SdTest,Yes,Yes
REQ_SD_044_E01,Error - SD Entry With Invalid TTL Format,requirement,,CODE_sd_message_sd_111,TC_test_sd_SdTest,Yes,Yes
REQ_SD_045,Reset TTL on New Offer,requirement,feat_req_someipsd_748,CODE_sd_message_sd_90,TC_test_sd_SdTest,Yes,Yes
REQ_SD_046,Notify Application on Service Availability Change,requirement,feat_req_someipsd_14,CODE_sd_message_sd_90,TC_test_sd_SdTest,Yes,Yes
REQ_SD_050,Track Session ID per Endpoint,requirement,feat_req_someipsd_795,CODE_sd_message_sd_90,TC_test_sd_SdTest; TC_SD_007,Yes,Yes
REQ_SD_050_E01,Error - SD Malformed Option Length,requirement,,CODE_sd_message_sd_111,TC_test_sd_SdTest; TC_SD_DESER_005; TC_SD_E04,Yes,Yes
REQ_SD_051,Compare Session ID for Reboot Detection,requirement,feat_req_someipsd_795,CODE_sd_message_sd_90,TC_test_sd_SdTest; TC_SD_007,Yes,Yes
REQ_SD_052,Detect Reboot on Session ID Regression,requirement,feat_req_someipsd_795,CODE_sd_message_sd_90,TC_test_sd_SdTest; TC_SD_007,Yes,Yes
REQ_SD_052_E01,Error - Session ID Wrap-Around Handling,requirement,,CODE_sd_message_sd_111,TC_test_sd_SdTest; TC_SD_DESER_006,Yes,Yes
REQ_SD_053,Detect Reboot on Reboot Flag,requirement,feat_req_someipsd_795,CODE_sd_message_sd_90,TC_test_sd_SdTest; TC_SD_007,Yes,Yes
REQ_SD_054,Trigger Reboot Detection Event,requirement,feat_req_someipsd_795,CODE_sd_message_sd_90,TC_test_sd_SdTest; TC_SD_007,Yes,Yes
REQ_SD_055,Clear Cached Services on Reboot,requirement,feat_req_someipsd_795,CODE_sd_message_sd_90,TC_test_sd_SdTest,Yes,Yes
REQ_SD_056,Update Stored Session ID,requirement,feat_req_someipsd_795,CODE_sd_message_sd_90,TC_test_sd_SdTest,Yes,Yes
REQ_SD_060,Parse Options Length Field,requirement,feat_req_someipsd_1096,CODE_sd_message_sd_136,TC_test_sd_SdTest; TC_SD_002; TC_SD_004; TC_SD_005; TC_SD_008,Yes,Yes
REQ_SD_060_E01,Error - SD Offer Without Endpoint Option,requirement,,CODE_sd_message_sd_159,TC_test_sd_SdTest; TC_SD_DESER_006; TC_SD_E05,Yes,Yes
REQ_SD_060_E02,Error - SD TTL Zero in Offer,requirement,,CODE_sd_message_sd_159,TC_test_sd_SdTest; TC_SD_E05,Yes,Yes
REQ_SD_061,Parse Option Type,requirement,feat_req_someipsd_1096; feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest; TC_SD_002,Yes,Yes
REQ_SD_061_E01,Error - Invalid Option Type,requirement,,CODE_sd_message_sd_159,TC_test_sd_SdTest; TC_SD_DESER_007,Yes,Yes
REQ_SD_062,Parse Option Length,requirement,feat_req_someipsd_1096; feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest; TC_SD_002,Yes,Yes
REQ_SD_062_E01,Error - Truncated Option,requirement,,CODE_sd_message_sd_159,TC_test_sd_SdTest; TC_SD_DESER_007,Yes,Yes
REQ_SD_063,Parse IPv4 Endpoint Option Type,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest; TC_SD_004; TC_SD_005; TC_SD_008,Yes,Yes
REQ_SD_064,Extract IPv4 Address,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest; TC_SD_004; TC_SD_005; TC_SD_008,Yes,Yes
REQ_SD_064_E01,Error - Invalid IP Address,requirement,,CODE_sd_message_sd_159; CODE_sd_message_sd_244; CODE_sd_message_sd_326,TC_test_sd_SdTest; TC_SD_DESER_008,Yes,Yes
REQ_SD_065,Extract IPv4 Port Number,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest; TC_SD_004; TC_SD_005,Yes,Yes
REQ_SD_066,Extract IPv4 Protocol,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest; TC_SD_009,Yes,Yes
REQ_SD_067,Parse IPv6 Endpoint Option Type,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest; TC_SD_009,Yes,Yes
REQ_SD_068,Extract IPv6 Address,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest; TC_SD_009,Yes,Yes
REQ_SD_069,Extract IPv6 Port Number,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest,Yes,Yes
REQ_SD_070,Extract IPv6 Protocol,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest,Yes,Yes
REQ_SD_070_E01,Error - SD FindService Timeout,requirement,,CODE_sd_message_sd_159,TC_test_sd_SdTest; TC_SD_E06,Yes,Yes
REQ_SD_071,Parse Configuration Option Type,requirement,feat_req_someipsd_1163,CODE_sd_message_sd_136,TC_test_sd_SdTest,Yes,Yes
REQ_SD_072,Parse Configuration String,requirement,feat_req_someipsd_1163,CODE_sd_message_sd_136,TC_test_sd_SdTest,Yes,Yes
REQ_SD_073,Parse IPv4 Multicast Option Type,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest,Yes,Yes
REQ_SD_074,Parse IPv6 Multicast Option Type,requirement,feat_req_someipsd_1112,CODE_sd_message_sd_136,TC_test_sd_SdTest,Yes,Yes
REQ_SD_075,Parse First Option Index,requirement,feat_req_someipsd_625,CODE_sd_message_sd_136,TC_test_sd_SdTest,Yes,Yes
REQ_SD_075_E01,Error - Option Index Out of Range,requirement,,CODE_sd_message_sd_159,TC_test_sd_SdTest; TC_SD_DESER_008,Yes,Yes
REQ_SD_076,Parse Second Option Index,requirement,feat_req_someipsd_625,CODE_sd_message_sd_136,TC_test_sd_SdTest,Yes,Yes
REQ_SD_077,Parse Option Counts,requirement,feat_req_someipsd_625,CODE_sd_message_sd_136,TC_test_sd_SdTest,Yes,Yes
REQ_SD_080,Service Find State,requirement,feat_req_someipsd_632,CODE_sd_client_sd_63; CODE_sd_server_sd_65,TC_test_sd_SdTest,Yes,Yes
REQ_SD_080_E01,Error - SD Subscription Conflict,requirement,,CODE_sd_server_sd_65,TC_test_sd_SdTest; TC_SD_E07,Yes,Yes
REQ_SD_081,Send Find Service Message,requirement,feat_req_someipsd_632,CODE_sd_client_sd_63; CODE_sd_server_sd_65,TC_test_sd_SdTest,Yes,Yes
REQ_SD_082,Service Available State,requirement,feat_req_someipsd_632,CODE_sd_client_sd_63; CODE_sd_server_sd_65,TC_test_sd_SdTest,Yes,Yes
REQ_SD_083,Offer Service Generation,requirement,feat_req_someipsd_633,CODE_sd_client_sd_63; CODE_sd_server_sd_65,TC_test_sd_SdTest,Yes,Yes
REQ_SD_083_E01,Error - SD Multiple Subscriptions Same Client,requirement,,CODE_sd_server_sd_65,TC_test_sd_SdTest; TC_SD_E08,Yes,Yes
REQ_SD_084,Stop Offer Generation,requirement,feat_req_someipsd_634,CODE_sd_client_sd_63; CODE_sd_server_sd_65,TC_test_sd_SdTest,Yes,Yes
REQ_SD_090,Subscribe Eventgroup Request,requirement,feat_req_someipsd_629,CODE_sd_client_sd_83; CODE_sd_server_sd_88,TC_test_sd_SdTest; TC_SD_INTEGRATION_003,Yes,Yes
REQ_SD_091,Subscribe Eventgroup Acknowledgment,requirement,feat_req_someipsd_630,CODE_sd_client_sd_83; CODE_sd_server_sd_88,TC_test_sd_SdTest; TC_SD_INTEGRATION_003,Yes,Yes
REQ_SD_092,Subscribe Eventgroup Negative Acknowledgment,requirement,feat_req_someipsd_630,CODE_sd_client_sd_83; CODE_sd_server_sd_88,TC_test_sd_SdTest; TC_SD_INTEGRATION_003,Yes,Yes
REQ_SD_093,Subscription Renewal,requirement,feat_req_someipsd_748,CODE_sd_client_sd_83; CODE_sd_server_sd_88,TC_test_sd_SdTest; TC_SD_INTEGRATION_003,Yes,Yes
REQ_SD_094,Stop Subscribe Generation,requirement,feat_req_someipsd_629,CODE_sd_client_sd_83; CODE_sd_server_sd_88,TC_test_sd_SdTest,Yes,Yes
REQ_SD_100,Initial Offer Delay,requirement,feat_req_someipsd_425,CODE_sd_client_sd_103; CODE_sd_server_sd_112,TC_test_sd_SdTest,Yes,Yes
REQ_SD_101,Offer Repetition,requirement,feat_req_someipsd_425,CODE_sd_client_sd_103; CODE_sd_server_sd_112,TC_test_sd_SdTest,Yes,Yes
REQ_SD_102,Cyclic Offer,requirement,feat_req_someipsd_425,CODE_sd_client_sd_103; CODE_sd_server_sd_112,TC_test_sd_SdTest,Yes,Yes
REQ_SD_103,Find Repetition,requirement,feat_req_someipsd_632,CODE_sd_client_sd_103; CODE_sd_server_sd_112,TC_test_sd_SdTest,Yes,Yes
REQ_SD_110,SD Initial Wait Phase,requirement,feat_req_someipsd_63; feat_req_someipsd_64; feat_req_someipsd_65; feat_req_someipsd_773,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_111,SD Repetition Phase,requirement,feat_req_someipsd_67; feat_req_someipsd_73; feat_req_someipsd_76; feat_req_someipsd_867,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_112,SD Main Phase,requirement,feat_req_someipsd_79; feat_req_someipsd_80; feat_req_someipsd_81; feat_req_someipsd_425; feat_req_someipsd_866,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_113,SD Shutdown Behavior,requirement,feat_req_someipsd_820; feat_req_someipsd_821; feat_req_someipsd_830,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_113_E01,Error - SD Server Offers During Shutdown,requirement,,,TC_test_sd_SdTest; TC_SD_E09,No,Yes
REQ_SD_114,FindService Entry Processing,requirement,feat_req_someipsd_238; feat_req_someipsd_239; feat_req_someipsd_626; feat_req_someipsd_632,CODE_sd_client_sd_148; CODE_sd_client_sd_165,TC_test_sd_SdTest,Yes,Yes
REQ_SD_115,OfferService Entry Processing,requirement,feat_req_someipsd_252; feat_req_someipsd_253; feat_req_someipsd_633,CODE_sd_server_sd_190,TC_test_sd_SdTest,Yes,Yes
REQ_SD_115_E01,Error - SD Offer with Invalid Endpoint,requirement,,CODE_sd_server_sd_190,TC_test_sd_SdTest,Yes,Yes
REQ_SD_115_E02,Error - SD Duplicate Offer Handling,requirement,,CODE_sd_server_sd_190,TC_test_sd_SdTest,Yes,Yes
REQ_SD_116,StopOfferService Entry Processing,requirement,feat_req_someipsd_634; feat_req_someipsd_681,CODE_sd_client_sd_148; CODE_sd_client_sd_165,TC_test_sd_SdTest,Yes,Yes
REQ_SD_116_E01,Error - SD Subscription to Unavailable Service,requirement,,CODE_sd_client_sd_165; CODE_sd_client_sd_291,TC_test_sd_SdTest; TC_SD_E10,Yes,Yes
REQ_SD_116_E02,Error - SD ACK Timeout,requirement,,CODE_sd_client_sd_165,TC_test_sd_SdTest; TC_SD_E10,Yes,Yes
REQ_SD_117,SubscribeEventgroup Entry Processing,requirement,feat_req_someipsd_321; feat_req_someipsd_322; feat_req_someipsd_629,CODE_sd_server_sd_190,TC_test_sd_SdTest,Yes,Yes
REQ_SD_118,StopSubscribeEventgroup Processing,requirement,feat_req_someipsd_433; feat_req_someipsd_629,CODE_sd_server_sd_190,TC_test_sd_SdTest,Yes,Yes
REQ_SD_119,SubscribeEventgroupAck Processing,requirement,feat_req_someipsd_613; feat_req_someipsd_614; feat_req_someipsd_630,CODE_sd_server_sd_190,TC_test_sd_SdTest,Yes,Yes
REQ_SD_119_E01,Error - SD Unknown Entry Type,requirement,,CODE_sd_server_sd_190,TC_test_sd_SdTest; TC_SD_E11,Yes,Yes
REQ_SD_120,SubscribeEventgroupNack Processing,requirement,feat_req_someipsd_618; feat_req_someipsd_630,CODE_sd_message_sd_214,TC_test_sd_SdTest,Yes,Yes
REQ_SD_120_E01,Error - SD Option Index Out of Range,requirement,,CODE_sd_client_sd_171; CODE_sd_client_sd_211; CODE_sd_client_sd_291,TC_test_sd_SdTest; TC_SD_E12,Yes,Yes
REQ_SD_121,Load Balancing Option,requirement,feat_req_someipsd_145; feat_req_someipsd_174; feat_req_someipsd_175,CODE_sd_types_sd_38,TC_test_sd_SdTest,Yes,Yes
REQ_SD_122,IPv4 SD Endpoint Option,requirement,feat_req_someipsd_1081; feat_req_someipsd_1086,CODE_sd_message_sd_214,TC_test_sd_SdTest,Yes,Yes
REQ_SD_123,IPv6 SD Endpoint Option,requirement,feat_req_someipsd_1135,CODE_sd_message_sd_214,TC_test_sd_SdTest,Yes,Yes
REQ_SD_123_E01,Error - SD Invalid Multicast Address in Option,requirement,,CODE_sd_client_sd_171; CODE_sd_client_sd_211; CODE_sd_client_sd_291,TC_test_sd_SdTest,Yes,Yes
REQ_SD_124,Option Run Referencing,requirement,feat_req_someipsd_335; feat_req_someipsd_336; feat_req_someipsd_341,CODE_sd_types_sd_38,TC_test_sd_SdTest,Yes,Yes
REQ_SD_125,Handling Missing Options,requirement,feat_req_someipsd_1142,,TC_test_sd_SdTest,No,Yes
REQ_SD_126,Handling Redundant Options,requirement,feat_req_someipsd_1143; feat_req_someipsd_1144; feat_req_someipsd_1085,,TC_test_sd_SdTest,No,Yes
REQ_SD_127,Handling Conflicting Options,requirement,feat_req_someipsd_1145; feat_req_someipsd_1146,CODE_sd_client_sd_103,TC_test_sd_SdTest,Yes,Yes
REQ_SD_130,Server Service State Machine,requirement,feat_req_someipsd_627; feat_req_someipsd_628; feat_req_someipsd_629,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_131,Client Service State Machine,requirement,feat_req_someipsd_627; feat_req_someipsd_628; feat_req_someipsd_630,CODE_sd_client_sd_103; CODE_sd_types_sd_88,TC_test_sd_SdTest,Yes,Yes
REQ_SD_132,Eventgroup Subscription State Machine,requirement,feat_req_someipsd_632; feat_req_someipsd_633; feat_req_someipsd_634,CODE_sd_message_sd_301,TC_test_sd_SdTest,Yes,Yes
REQ_SD_134_E01,Error - SD Multicast Send Failure,requirement,,,TC_test_sd_SdTest,No,Yes
REQ_SD_140,Service Endpoint Association,requirement,feat_req_someipsd_810; feat_req_someipsd_815,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_141,Multicast Endpoint Association,requirement,feat_req_someipsd_722; feat_req_someipsd_723,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_142,Initial Event Sending,requirement,feat_req_someipsd_789; feat_req_someipsd_833,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_150,SD Malformed Message Handling,requirement,feat_req_someipsd_900; feat_req_someipsd_1220,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_151,SD Invalid Entry Handling,requirement,feat_req_someipsd_1141; feat_req_someipsd_1233,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_152,SD TTL Expiry Handling,requirement,feat_req_someipsd_681; feat_req_someipsd_682; feat_req_someipsd_748,CODE_sd_server_sd_112; CODE_sd_server_sd_344,TC_test_sd_SdTest,Yes,Yes
REQ_SD_160,SD Multicast Transmission,requirement,feat_req_someipsd_100; feat_req_someipsd_105,CODE_sd_client_sd_339; CODE_sd_message_sd_301,TC_test_sd_SdTest,Yes,Yes
REQ_SD_161,SD Unicast Response,requirement,feat_req_someipsd_90; feat_req_someipsd_91; feat_req_someipsd_826,CODE_sd_client_sd_339,TC_test_sd_SdTest,Yes,Yes
REQ_SD_170,SD Session ID Management,requirement,feat_req_someipsd_150; feat_req_someipsd_97,,TC_test_sd_SdTest,No,Yes
REQ_SD_171,SD Reboot Detection Response,requirement,feat_req_someipsd_764; feat_req_someipsd_765; feat_req_someipsd_872,,TC_test_sd_SdTest,No,Yes
REQ_SD_180,Minor Version Matching,requirement,feat_req_someipsd_238; feat_req_someipsd_736,CODE_sd_types_sd_88,TC_test_sd_SdTest,Yes,Yes
REQ_SD_200A,SD Message Structure - Flags and Reserved,requirement,feat_req_someipsd_38; feat_req_someipsd_39; feat_req_someipsd_40,CODE_sd_message_sd_408; CODE_sd_message_sd_466; CODE_sd_message_sd_24; CODE_sd_message_sd_202,TC_test_sd_SdTest,Yes,Yes
REQ_SD_200B,SD Entries Array Format,requirement,feat_req_someipsd_41; feat_req_someipsd_42; feat_req_someipsd_44,CODE_sd_message_sd_408; CODE_sd_message_sd_466; CODE_sd_message_sd_24; CODE_sd_message_sd_58,TC_test_sd_SdTest,Yes,Yes
REQ_SD_200C,SD Options Array Format,requirement,feat_req_someipsd_1; feat_req_someipsd_2; feat_req_someipsd_13,CODE_sd_message_sd_408; CODE_sd_message_sd_466; CODE_sd_message_sd_24; CODE_sd_message_sd_202,TC_test_sd_SdTest,Yes,Yes
REQ_SD_201,SD Transport Requirements,requirement,feat_req_someipsd_46; feat_req_someipsd_47,CODE_sd_message_sd_408; CODE_sd_message_sd_466,TC_test_sd_SdTest,Yes,Yes
REQ_SD_202,SD ECU Internal Interface,requirement,feat_req_someipsd_22; feat_req_someipsd_23; feat_req_someipsd_24; feat_req_someipsd_25; feat_req_someipsd_26; feat_req_someipsd_27; feat_req_someipsd_16; feat_req_someipsd_17; feat_req_someipsd_18,CODE_sd_message_sd_408; CODE_sd_message_sd_466,TC_test_sd_SdTest,Yes,Yes
REQ_SD_210,SD Header Field Parsing,requirement,feat_req_someipsd_59; feat_req_someipsd_61; feat_req_someipsd_62,CODE_sd_client_sd_103,TC_test_sd_SdTest,Yes,Yes
REQ_SD_211,SD Session ID Handling,requirement,feat_req_someipsd_96; feat_req_someipsd_94; feat_req_someipsd_863,CODE_sd_client_sd_103; CODE_sd_client_sd_171; CODE_sd_client_sd_339,TC_test_sd_SdTest,Yes,Yes
REQ_SD_212,SD Reboot Flag Management,requirement,feat_req_someipsd_83; feat_req_someipsd_84; feat_req_someipsd_85; feat_req_someipsd_87; feat_req_someipsd_89,CODE_sd_client_sd_103,TC_test_sd_SdTest,Yes,Yes
REQ_SD_220,SD Entry Common Fields,requirement,feat_req_someipsd_122; feat_req_someipsd_126; feat_req_someipsd_127; feat_req_someipsd_128; feat_req_someipsd_129; feat_req_someipsd_212; feat_req_someipsd_214,CODE_sd_server_sd_151; CODE_sd_server_sd_391,TC_test_sd_SdTest,Yes,Yes
REQ_SD_221,SD Service Entry Format,requirement,feat_req_someipsd_133; feat_req_someipsd_137; feat_req_someipsd_138; feat_req_someipsd_139; feat_req_someipsd_140,CODE_sd_server_sd_151; CODE_sd_server_sd_391,TC_test_sd_SdTest,Yes,Yes
REQ_SD_222,SD Eventgroup Entry Format,requirement,feat_req_someipsd_149; feat_req_someipsd_151; feat_req_someipsd_152; feat_req_someipsd_157; feat_req_someipsd_158,CODE_sd_server_sd_151; CODE_sd_server_sd_391,TC_test_sd_SdTest,Yes,Yes
REQ_SD_222_E01,Error - SD TTL Overflow Prevention,requirement,,,TC_test_sd_SdTest,No,Yes
REQ_SD_223,SD Entry Multiple Entries per Message,requirement,feat_req_someipsd_159; feat_req_someipsd_160; feat_req_someipsd_161; feat_req_someipsd_162; feat_req_someipsd_163; feat_req_someipsd_164,CODE_sd_server_sd_151; CODE_sd_server_sd_391,TC_test_sd_SdTest,Yes,Yes
REQ_SD_230,SD Configuration Option,requirement,feat_req_someipsd_182; feat_req_someipsd_183; feat_req_someipsd_184,CODE_sd_client_sd_171; CODE_sd_client_sd_211; CODE_sd_client_sd_339,TC_test_sd_SdTest,Yes,Yes
REQ_SD_231,SD Load Balancing Option Format,requirement,feat_req_someipsd_146; feat_req_someipsd_770,CODE_sd_client_sd_171; CODE_sd_client_sd_211,TC_test_sd_SdTest,Yes,Yes
REQ_SD_232,SD IPv4 Endpoint Option Format,requirement,feat_req_someipsd_197; feat_req_someipsd_199; feat_req_someipsd_200; feat_req_someipsd_201,CODE_sd_client_sd_171; CODE_sd_client_sd_211,TC_test_sd_SdTest,Yes,Yes
REQ_SD_233,SD IPv6 Endpoint Option Format,requirement,feat_req_someipsd_203; feat_req_someipsd_204,CODE_sd_client_sd_171; CODE_sd_client_sd_211; CODE_sd_client_sd_339,TC_test_sd_SdTest,Yes,Yes
REQ_SD_234,SD IPv4 Multicast Option Format,requirement,feat_req_someipsd_724; feat_req_someipsd_725; feat_req_someipsd_733; feat_req_someipsd_749,CODE_sd_client_sd_171; CODE_sd_client_sd_211; CODE_sd_client_sd_339,TC_test_sd_SdTest,Yes,Yes
REQ_SD_235,SD IPv6 Multicast Option Format,requirement,feat_req_someipsd_737; feat_req_someipsd_738; feat_req_someipsd_739; feat_req_someipsd_750,CODE_sd_client_sd_171; CODE_sd_client_sd_211; CODE_sd_client_sd_339,TC_test_sd_SdTest,Yes,Yes
REQ_SD_236,SD IPv4 SD Endpoint Option Format,requirement,feat_req_someipsd_1080; feat_req_someipsd_1082; feat_req_someipsd_1083; feat_req_someipsd_1084; feat_req_someipsd_1087,CODE_sd_message_sd_356; CODE_sd_message_sd_381,TC_test_sd_SdTest,Yes,Yes
REQ_SD_240,SD Option Index and Run Length,requirement,feat_req_someipsd_332; feat_req_someipsd_333; feat_req_someipsd_342; feat_req_someipsd_343,CODE_sd_client_sd_171; CODE_sd_client_sd_211; CODE_sd_client_sd_339,TC_test_sd_SdTest,Yes,Yes
REQ_SD_241,SD Option Run Processing,requirement,feat_req_someipsd_346; feat_req_someipsd_347; feat_req_someipsd_348; feat_req_someipsd_351,CODE_sd_client_sd_171,TC_test_sd_SdTest,Yes,Yes
REQ_SD_242,SD Option Validation,requirement,feat_req_someipsd_1095; feat_req_someipsd_1097; feat_req_someipsd_1098; feat_req_someipsd_1099; feat_req_someipsd_1100,CODE_sd_types_sd_26,TC_test_sd_SdTest,Yes,Yes
REQ_SD_243,SD Endpoint Option Processing,requirement,feat_req_someipsd_1101; feat_req_someipsd_1102; feat_req_someipsd_1103,CODE_sd_message_sd_356; CODE_sd_message_sd_381,TC_test_sd_SdTest,Yes,Yes
REQ_SD_250,SD FindService Message Construction,requirement,feat_req_someipsd_217; feat_req_someipsd_218; feat_req_someipsd_219; feat_req_someipsd_220,CODE_sd_server_sd_151; CODE_sd_server_sd_287; CODE_sd_server_sd_320,TC_test_sd_SdTest,Yes,Yes
REQ_SD_251,SD FindService Response Behavior,requirement,feat_req_someipsd_224; feat_req_someipsd_225; feat_req_someipsd_227; feat_req_someipsd_766; feat_req_someipsd_767,CODE_sd_server_sd_151; CODE_sd_server_sd_287; CODE_sd_server_sd_320,TC_test_sd_SdTest,Yes,Yes
REQ_SD_260,SD OfferService Message Construction,requirement,feat_req_someipsd_221; feat_req_someipsd_233; feat_req_someipsd_235; feat_req_someipsd_236; feat_req_someipsd_237,CODE_sd_server_sd_151; CODE_sd_server_sd_287; CODE_sd_server_sd_320,TC_test_sd_SdTest,Yes,Yes
REQ_SD_261,SD StopOfferService Construction,requirement,feat_req_someipsd_256; feat_req_someipsd_261; feat_req_someipsd_262,CODE_sd_message_sd_408; CODE_sd_message_sd_466,TC_test_sd_SdTest,Yes,Yes
REQ_SD_270,SD SubscribeEventgroup Construction,requirement,feat_req_someipsd_230; feat_req_someipsd_429; feat_req_someipsd_430; feat_req_someipsd_431; feat_req_someipsd_432; feat_req_someipsd_428,CODE_sd_server_sd_172,TC_test_sd_SdTest,Yes,Yes
REQ_SD_271,SD Subscription Lifecycle,requirement,feat_req_someipsd_435; feat_req_someipsd_436; feat_req_someipsd_437; feat_req_someipsd_439; feat_req_someipsd_444; feat_req_someipsd_445,CODE_sd_types_sd_77; CODE_sd_types_sd_110,TC_test_sd_SdTest,Yes,Yes
REQ_SD_272,SD SubscribeEventgroupAck Construction,requirement,feat_req_someipsd_612; feat_req_someipsd_613; feat_req_someipsd_614; feat_req_someipsd_619; feat_req_someipsd_844,CODE_sd_server_sd_172,TC_test_sd_SdTest,Yes,Yes
REQ_SD_273,SD SubscribeEventgroupNack Construction,requirement,feat_req_someipsd_617; feat_req_someipsd_869; feat_req_someipsd_870,CODE_sd_server_sd_172,TC_test_sd_SdTest,Yes,Yes
REQ_SD_274,SD StopSubscribeEventgroup Construction,requirement,feat_req_someipsd_433; feat_req_someipsd_440; feat_req_someipsd_441; feat_req_someipsd_442,CODE_sd_client_sd_412,TC_test_sd_SdTest,Yes,Yes
